Show,,Status,Renewal,TVSeason,Network,Season,Episode,AirDay,AirTime,AirDayInitial,AirTimeInitial,AirDayTimeInitial,ChangeAirDayTime,Debut on Different Day,Premier Date,Finale Date,DaysfromTVSeasonPremiere,SeasonDays,18to49_Avg,18to49_Premiere,18to49_Max,18to49_Min,18to49_YrtoYrChange,18to49_LossGainPremiere,18to49_%DropPremiere,Total_Avg,Total_Premiere,Total_Max,Total_Min,Total_YrtoYrChange,Total_LossGainPremiere,Total_%DropPremiere,18to49_1,18to49_2,18to49_3,18to49_4,18to49_5,18to49_6,18to49_7,18to49_8,18to49_9,18to49_10,18to49_11,18to49_12,18to49_13,18to49_14,18to49_15,18to49_16,18to49_17,18to49_18,18to49_19,18to49_20,18to49_21,18to49_22,18to49_23,18to49_24,18to49_25,Average per Episode,Loss/Gain,%Drop,Total_1,Total_2,Total_3,Total_4,Total_5,Total_6,Total_7,Total_8,Total_9,Total_10,Total_11,Total_12,Total_13,Total_14,Total_15,Total_16,Total_17,Total_18,Total_19,Total_20,Total_21,Total_22,Total_23,Total_24,Total_25,Average per Episode,Loss/Gain,%Drop
The Goldbergs,The Goldbergs2013,Renewed,1,2013,ABC,1,23,Tue,9:00 PM,Tue,9:00 PM,Tue 9:00 PM,0,No,9/24/13,5/13/14,8,231,1.68,3.1,3.1,1.3,0,-1.42,0.4581,6.31,8.94,8.94,4.15,0,-2.63,0.2942,3.1,2.2,1.9,1.6,1.7,1.7,1.5,1.7,1.6,1.4,1.6,1.7,1.8,1.5,1.6,1.5,1.5,1.7,1.5,1.4,1.7,1.3,1.5,,,1.68,-1.6,45.72,8.94,6.06,5.76,5.05,5.2,5.43,4.89,5.12,5.03,4.56,4.77,5.28,4.89,4.71,4.93,4.16,4.41,4.74,4.67,4.45,4.81,4.15,4.26,,,5.06,-4.68,43.45
The Goldbergs,The Goldbergs2014,Renewed,1,2014,ABC,2,24,Wed,8:30 PM,Wed,8:30 PM,Wed 8:30 PM,0,No,9/24/14,5/13/15,8,231,2.18,2.4,2.5,1.7,0.2966,-0.22,0.0917,6.67,7.31,7.86,5.68,0.3918,-0.64,0.0876,2.4,2.3,2.2,2.3,2.2,2.1,2.4,1.7,2.2,2.5,2.3,2.2,2.2,2.5,2.5,2.1,2,2,2.2,1.9,2.1,2.1,2,2,,2.18,-0.4,9.03,7.31,7.09,7.01,7.05,6.91,7.54,7.7,6.59,7.41,7.79,7.22,6.87,6.84,7.64,7.86,6.77,7.21,6.54,6.87,5.68,7.16,6.77,6.81,6.7,,7.06,-0.61,3.48
The Goldbergs,The Goldbergs2015,Renewed,1,2015,ABC,3,24,Wed,8:30 PM,Wed,8:30 PM,Wed 8:30 PM,0,No,9/23/15,5/18/16,2,238,2.04,2.4,2.4,1.8,-0.0741,-0.36,0.15,6.53,7.62,7.62,6.17,-0.0622,-1.09,0.143,2.4,2.4,2.1,2,2.1,2.2,2.1,2.2,2,2,2.1,2,2,2,2,1.9,2.1,2,2,1.8,1.9,1.9,1.9,1.9,,2.04,-0.5,14.93,7.62,7.39,6.6,6.35,6.48,6.88,7.01,7.08,6.46,7.02,6.61,6.33,6.21,6.19,6.4,6.45,7.08,6.69,6.73,6.17,6.29,6.67,6.2,6.39,,6.64,-1.23,12.89
The Goldbergs,The Goldbergs2016,Renewed,1,2016,ABC,4,24,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/21/16,5/17/17,33,238,1.72,2,2,1.3,-0.1414,-0.28,0.14,5.96,6.9,6.92,5.16,-0.0784,-0.94,0.1362,2,1.9,1.8,1.9,1.8,2,1.9,1.7,1.5,1.7,1.9,2,1.8,1.8,1.8,1.8,1.7,1.5,1.7,1.6,1.4,1.4,1.3,1.4,,1.73,-0.7,13.26,6.9,6.58,6.23,6.47,6.14,6.46,6.45,5.96,5.4,6.2,6.73,6.92,6.19,6.51,6.21,6.17,5.7,5.42,6.07,5.63,5.23,5.16,5.22,5.27,,6.05,-1.63,12.31
The Goldbergs,The Goldbergs2017,Renewed,1,2017,ABC,5,23,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/27/17,5/16/18,17,231,1.46,1.8,1.8,1.2,-0.159,-0.34,0.1889,5.72,6.2,6.52,4.74,-0.0816,-0.48,0.0774,1.8,1.6,1.5,1.5,1.4,1.3,1.5,1.4,1.5,1.6,1.5,1.5,1.7,1.7,1.3,1.5,1.6,1.4,1.4,1.3,1.2,1.2,1.2,,,1.46,-0.6,18.84,6.2,5.79,5.66,5.62,5.49,4.99,5.63,5.63,5.43,6.08,5.9,6.05,6.52,6.09,5.44,5.58,5.7,5.49,5.37,5.22,4.79,4.74,5.09,,,5.59,-1.11,9.89
The Goldbergs,The Goldbergs2018,Renewed,1,2018,ABC,6,23,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/26/18,5/8/19,17,224,1.18,1.4,1.4,1,-0.1842,-0.22,0.1571,5.01,5.15,5.64,4.39,-0.1215,-0.14,0.0272,1.4,1.3,1.3,1.1,1.3,1,1.3,1.2,1.2,1.1,1.3,1.2,1.2,1.3,1.1,1.1,1.1,1.1,1.2,1.1,1.1,1,1.1,,,1.18,-0.3,15.84,5.15,5.3,5.05,4.9,4.97,4.79,5.12,4.94,4.88,5.29,5.18,4.8,5.33,5.64,4.78,4.98,4.53,4.75,4.53,4.39,4.63,4.5,4.65,,,4.92,-0.5,4.53
The Good Doctor,The Good Doctor2017,Renewed,1,2017,ABC,1,18,Mon,10:00 PM,Mon,10:00 PM,Mon 10:00 PM,0,No,9/25/17,3/26/18,15,182,1.79,2.2,2.2,1.3,0,-0.41,0.1864,9.33,11.22,11.22,7.82,0,-1.89,0.1684,2.2,2.2,2,2,1.8,1.9,1.9,1.8,1.7,1.6,1.6,1.7,1.7,1.7,1.3,1.8,1.6,1.7,,,,,,,,1.79,-0.5,18.69,11.22,10.93,10.69,10.6,10.39,10.6,10.14,9.97,9.25,9.03,8.3,9.33,9.61,9.63,7.82,9.88,9.03,9.52,,,,,,,,9.77,-1.7,12.88
The Good Doctor,The Good Doctor2018,Renewed,1,2018,ABC,2,18,Mon,10:00 PM,Mon,10:00 PM,Mon 10:00 PM,0,No,9/24/18,3/11/19,15,168,1.11,1.3,1.3,1,-0.3683,-0.19,0.1462,6.48,7.35,7.78,5.96,-0.3113,-0.87,0.1184,1.3,1.1,1.1,1.1,1,1,1,1.1,1,1.1,1.2,1.2,1.1,1,1.1,1.1,1.1,1.3,,,,,,,,1.11,0,14.96,7.35,7.18,7.18,6.68,6.79,6.53,6.53,6.84,6.67,6.14,6.26,6.27,6.58,5.96,6.23,6.36,6.73,7.78,,,,,,,,6.67,0.43,9.25
The Good Place,The Good Place2016,Renewed,1,2016,NBC,1,13,Thu,8:30 PM,Thu,8:30 PM,Thu 8:30 PM,0,Yes,9/19/16,1/19/17,31,122,1.35,2.3,2.3,1,0,-0.95,0.413,6.43,8.04,8.04,3.53,0,-1.61,0.2002,2.3,2.3,1.4,1.3,1.4,1.2,1,1.2,1.2,1,1.1,1.1,1.1,,,,,,,,,,,,,1.36,-0.9,40.99,8.04,8.04,5.25,4.45,4.97,4.23,3.79,3.89,3.68,3.53,3.64,3.93,3.93,,,,,,,,,,,,,4.72,-4.11,41.28
The Good Place,The Good Place2017,Renewed,1,2017,NBC,2,13,Thu,8:30 PM,Thu,8:30 PM,Thu 8:30 PM,0,Yes,9/20/17,2/1/18,10,134,1.14,1.3,1.4,1,-0.1565,-0.16,0.1231,3.99,5.28,5.28,3,-0.1783,-1.29,0.2443,1.3,1.3,1.4,1.2,1.2,1.1,1.1,1,1,1,1,1.1,1.1,,,,,,,,,,,,,1.14,-0.2,12.43,5.28,5.28,4.67,4.17,4.05,3.92,3.97,3.06,3.08,3.11,3,3.65,3.19,,,,,,,,,,,,,3.88,-2.09,26.53
The Good Place,The Good Place2018,Renewed/Ending,1,2018,NBC,3,13,Thu,8:30 PM/9:30 PM,Thu,8:30 PM,Thu 8:30 PM,1,No,9/27/18,1/24/19,18,119,0.84,1,1,0.7,-0.2536,-0.16,0.16,3.27,3.13,3.13,2.39,-0.2922,0.14,-0.0447,1,1,0.9,0.8,0.8,0.8,0.8,0.8,0.8,0.8,0.9,0.8,0.7,,,,,,,,,,,,,0.84,-0.3,16.15,3.13,3.13,2.96,2.71,2.7,2.67,2.72,2.77,2.69,2.57,2.72,2.52,2.39,,,,,,,,,,,,,2.74,-0.74,12.31
The Good Wife,The Good Wife2013,Renewed,1,2013,CBS,5,22,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/29/13,5/18/14,13,231,1.42,1.5,1.8,1.1,-0.1358,-0.08,0.0533,8.54,9.15,10.96,8.43,-0.0009,-0.61,0.0667,1.5,1.6,1.2,1.4,1.4,1.6,1.7,1.4,1.3,1.6,1.4,1.8,1.3,1.3,1.4,1.8,1.5,1.3,1.3,1.1,1.2,1.2,,,,1.42,-0.3,5.15,9.15,9.23,8.46,8.99,9.35,10.22,10.26,9.72,9.7,10.42,9.24,9.85,8.94,8.43,9.12,10.96,9.83,9.15,9.33,8.98,8.73,9.14,,,,9.42,-0.01,-2.93
The Good Wife,The Good Wife2014,Renewed,1,2014,CBS,6,22,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,9/21/14,5/10/15,5,231,1.22,1.4,1.5,0.9,-0.1484,-0.18,0.1286,9.11,11.06,11.09,7.83,0.0344,-1.95,0.1763,1.4,1.3,1.4,1.3,1.4,1.5,1.4,1.4,1.3,1.4,1.3,1.4,1.1,1,1,1,1,1,1.1,1,0.9,1.2,,,,1.22,-0.2,12.99,11.06,11.09,10.83,10.39,10.88,10.21,10.45,10.72,10.55,10.26,10.36,9.58,9.09,9.09,8.85,8.43,8.88,7.83,8.75,8.74,8.35,9.35,,,,9.72,-1.71,12.16
The Good Wife,The Good Wife2015,Ended,0,2015,CBS,7,22,Sun,9:00 PM,Sun,9:00 PM,Sun 9:00 PM,0,No,10/4/15,5/8/16,13,217,1.05,1.2,1.4,0.9,-0.1417,-0.15,0.125,7.88,9.25,10.62,7.27,-0.1406,-1.37,0.1481,1.2,1.2,1.1,1.1,0.9,1.1,1.1,0.9,0.9,1.1,1.1,1.4,1,1,1,0.9,1,0.9,1,1,1,1.3,,,,1.05,0.1,12.12,9.25,8.82,8.09,8.82,7.55,8.27,8.52,7.81,7.95,8.49,7.65,8.97,8.03,7.96,7.91,7.27,8.08,7.51,8.55,8.49,9.19,10.62,,,,8.35,1.37,9.68
The Great Indoors,The Great Indoors2016,Cancelled,0,2016,CBS,1,22,Thu,8:30 PM,Thu,8:30 PM,Thu 8:30 PM,0,No,10/27/16,5/8/17,69,193,1.4,1.9,1.9,0.7,0,-0.5,0.2632,7.12,8.81,9.36,3.91,0,-1.69,0.1918,1.9,1.6,1.7,1.4,1.1,1.4,1.5,1.6,1.9,1.4,1.7,1.5,1.6,1.5,1.4,1,1.4,1.4,1.2,1.2,0.8,0.7,,,,1.4,-1.2,26.07,8.81,8.06,7.69,7.33,5.14,6.83,7.31,8.11,9.36,7.15,7.81,7.44,8.01,7.29,7.02,4.12,6.82,6.97,6.11,6.38,4.12,3.91,,,,6.9,-4.9,21.69
The Grinder,The Grinder2015,Cancelled,0,2015,FOX,1,22,Tue,8:30 PM/9:30 PM,Tue,8:30 PM,Tue 8:30 PM,1,No,9/29/15,5/10/16,8,224,0.75,1.5,1.5,0.5,0,-0.75,0.5,3.91,4.98,4.98,1.5,0,-1.07,0.2149,1.5,1,0.9,0.9,0.8,0.8,0.9,0.7,0.7,0.8,0.8,0.7,0.6,0.7,0.6,0.6,0.6,0.6,0.6,0.6,0.5,0.6,,,,0.75,-0.9,50,4.98,3.15,2.53,2.86,2.52,2.56,2.37,2.25,2.4,2.13,1.97,2,1.65,1.91,1.68,1.61,1.61,1.53,1.56,1.5,1.51,1.59,,,,2.18,-3.39,56.31
Cooper Barrett's Guide to Surviving Life,Cooper Barrett's Guide to Surviving Life2015,Cancelled,0,2015,FOX,1,13,Sun,8:30 PM/7:30 PM/7:00 PM,Sun,8:30 PM,Sun 8:30 PM,1,No,1/3/16,6/26/16,104,175,0.76,1.2,2.1,0.3,0,-0.44,0.3667,3,2.62,4.57,0.74,0,0.38,-0.145,1.2,2.1,1.2,0.8,0.8,0.8,0.8,0.4,0.5,0.4,0.3,0.3,0.3,,,,,,,,,,,,,0.9,-0.8,25,2.62,4.57,2.56,1.74,1.87,1.85,1.95,0.97,1.09,1.04,0.86,0.74,0.97,,,,,,,,,,,,,2.03,-1.58,22.67
The Kids Are Alright,The Kids Are Alright2018,Cancelled,0,2018,ABC,1,23,Tue,8:00 PM,Tue,8:00 PM,Tue 8:00 PM,0,No,10/16/18,5/21/19,37,217,0.82,1.4,1.4,0.6,0,-0.58,0.4143,5.14,6.52,6.52,2.84,0,-1.38,0.2117,1.4,1.1,1.3,1,0.9,0.9,0.8,0.9,1,0.8,0.8,0.7,0.7,0.7,0.8,0.7,0.6,0.6,0.6,0.7,0.6,0.6,0.6,,,0.82,-0.8,41.61,6.52,5.08,5.39,4.6,4.22,4.58,4.25,4.23,4.56,4.21,4.4,3.67,3.2,3.43,3.33,3.09,3.01,2.91,3.1,3.28,3.03,2.85,2.84,,,3.9,-3.68,40.13
The Mayor,The Mayor2017,Cancelled,0,2017,ABC,1,9,Tue,9:30 PM,Tue,9:30 PM,Tue 9:30 PM,0,No,10/3/17,12/12/17,23,70,0.82,1.2,1.2,0.7,0,-0.38,0.3167,4.86,4.08,4.08,2.38,0,0.78,-0.1912,1.2,1,0.8,0.8,0.7,0.7,0.7,0.7,0.8,,,,,,,,,,,,,,,,,0.82,-0.4,31.48,4.08,3.44,2.96,2.95,2.38,2.62,2.45,2.74,2.81,,,,,,,,,,,,,,,,,2.94,-1.27,28.02
The McCarthys,The McCarthys2014,Cancelled,0,2014,CBS,1,15,Thu/Sat,9:30 PM/9:00 PM,Thu,9:30 PM,Thu 9:30 PM,1,No,10/30/14,7/11/15,44,254,1.19,1.7,1.7,0.3,0,-0.51,0.3,5.28,8.08,8.08,1.72,0,-2.8,0.3465,1.7,1.5,1.4,1.4,1.1,1.4,1.6,1.6,1.7,1.5,1.6,0.3,0.4,0.3,0.3,,,,,,,,,,,1.5,-0.1,11.76,8.08,6.67,6.36,6.26,5.33,6.08,6.89,6.94,7.98,6.96,7.11,1.86,1.82,1.84,1.72,,,,,,,,,,,6.79,-0.97,16
The Mentalist,The Mentalist2013,Renewed,1,2013,CBS,6,22,Sun,10:00 PM,Sun,10:00 PM,Sun 10:00 PM,0,No,9/29/13,5/18/14,13,231,1.45,1.6,1.8,1.2,-0.1722,-0.15,0.0938,8.45,9.7,10.94,7.75,-0.0379,-1.25,0.1289,1.6,1.5,1.3,1.2,1.3,1.4,1.4,1.6,1.7,1.8,1.6,1.8,1.6,1.3,1.3,1.5,1.6,1.4,1.2,1.2,1.2,1.5,,,,1.45,-0.1,9.09,9.7,8.55,9.38,7.75,8.82,8.46,9.72,10.94,9.58,9.97,9.93,9.58,9.95,8.65,8.02,8.72,9.02,8.65,8.63,8.42,8.64,9.69,,,,9.13,-0.01,5.92
The Mentalist,The Mentalist2014,Ended,0,2014,CBS,7,13,Sun/Wed,9:30 PM/8:00 PM,Sun,9:30 PM,Sun 9:30 PM,1,No,11/30/14,2/18/15,75,80,1.34,1.6,1.6,1.1,-0.0694,-0.26,0.1625,8.62,10.89,10.89,8.37,0.0148,-2.27,0.2084,1.6,1.1,1.3,1.3,1.4,1.3,1.4,1.5,1.3,1.2,1.4,1.3,1.3,,,,,,,,,,,,,1.34,-0.3,16.35,10.89,8.7,8.37,8.68,8.48,9.05,9.36,9.6,9.17,8.97,9.1,10.1,10.1,,,,,,,,,,,,,9.27,-0.79,14.83
The Messengers,The Messengers2014,Cancelled,0,2014,CW,1,13,Fri,9:00 PM,Fri,9:00 PM,Fri 9:00 PM,0,No,4/17/15,7/24/15,213,98,0.22,0.3,0.3,0.2,0,-0.08,0.2667,2.52,1.19,1.19,0.62,0,1.33,-1.1176,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.2,,,,,,,,,,,,,0.21,-0.1,30,1.19,0.77,0.65,0.68,0.71,0.8,0.72,0.86,0.76,0.76,0.82,0.62,0.82,,,,,,,,,,,,,0.8,-0.43,33.03
The Michael J. Fox Show ,The Michael J. Fox Show 2013,Cancelled,0,2013,NBC,1,15,Thu,9:30 PM,Thu,9:30 PM,Thu 9:30 PM,0,No,9/26/13,1/23/14,10,119,1.17,2.2,2.2,0.6,0,-1.03,0.4682,5.71,7.5,7.5,1.99,0,-1.79,0.2387,2.2,2.2,1.7,1.2,1.2,1.2,1.1,1,0.9,0.9,0.9,0.8,1,0.6,0.7,,,,,,,,,,,1.17,-1.5,46.67,7.5,7.5,5.35,3.86,3.56,3.76,3.34,3.45,2.53,2.89,3,2.5,3.11,1.99,2.18,,,,,,,,,,,3.77,-5.32,49.76
The Mick,The Mick2016,Renewed,1,2016,FOX,1,17,Tue,8:30 PM,Tue,8:30 PM,Tue 8:30 PM,0,Yes,1/1/17,5/2/17,135,121,1.11,2.8,2.8,0.7,0,-1.69,0.6036,5.44,8.58,8.58,1.89,0,-3.14,0.366,2.8,1.3,1.2,1.7,1.1,1,1.1,1,1,0.9,0.9,0.8,0.9,0.8,0.8,0.9,0.7,,,,,,,,,1.13,-2.1,59.52,8.58,3.37,2.97,4.09,2.77,2.76,2.97,2.48,2.47,2.38,2.41,2.25,2.41,2.09,2.17,2.27,1.89,,,,,,,,,2.96,-6.69,65.49
The Mick,The Mick2017,Cancelled,0,2017,FOX,2,20,Tue,9:00 PM/9:30 PM,Tue,9:00 PM,Tue 9:00 PM,1,No,9/26/17,4/3/18,16,189,0.74,0.9,0.9,0.6,-0.3402,-0.16,0.1778,2.64,2.67,2.67,1.72,-0.2903,-0.03,0.0112,0.9,0.9,0.8,0.8,0.7,0.7,0.7,0.8,0.8,0.8,0.7,0.8,0.7,0.7,0.6,0.6,0.6,0.7,0.7,0.7,,,,,,0.74,-0.2,18.13,2.67,2.41,2.24,2.26,2.07,2.1,2.14,2.21,2.44,2.28,2.01,2.29,1.93,2.01,1.9,1.72,1.81,1.98,1.77,1.78,,,,,,2.1,-0.89,21.31
The Middle,The Middle2013,Renewed,1,2013,ABC,5,24,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/25/13,5/21/14,9,238,2.06,2.5,2.5,1.6,-0.0983,-0.44,0.176,7.66,8.94,8.94,6.65,-0.0232,-1.28,0.1432,2.5,2.3,2.2,2.2,2.2,2.4,2.3,1.9,2,2.2,1.8,2.3,2.2,1.7,1.9,2,1.9,2,1.9,1.8,1.6,1.9,2.1,2.1,,2.06,-0.4,17.67,8.94,8.03,8.25,8.31,8.03,8.93,8.53,7.41,8.08,8.82,7.51,8.04,8.56,6.98,7.32,7.48,7.28,7.2,7.19,7.39,6.65,7.14,7.85,7.85,,7.82,-1.09,12.49
The Middle,The Middle2014,Renewed,1,2014,ABC,6,24,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/24/14,5/13/15,8,231,2,2.1,2.3,1.6,-0.0307,-0.1,0.0476,7.02,7.59,8.46,6.99,-0.0258,-0.57,0.0751,2.1,2,2,2.1,1.8,1.9,2.2,1.6,2.2,2.3,2.2,2.2,2.1,2.2,2,2.2,1.9,1.8,1.9,2,1.8,2,1.7,1.8,,2,-0.3,4.76,7.59,7.42,7.44,7.29,6.99,8.1,8.32,7.04,8.11,8.46,7.79,8.26,7.82,7.7,7.47,8.2,7.38,7.64,7.28,7.52,7.82,7.39,6.99,7.03,,7.63,-0.56,-0.49
The Middle,The Middle2015,Renewed,1,2015,ABC,7,24,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/23/15,5/18/16,2,238,1.88,2.1,2.2,1.6,-0.0546,-0.22,0.1048,6.97,8.21,8.21,6.72,-0.0383,-1.24,0.151,2.1,2.2,2,2,1.9,2,2,2.1,2,2,2.1,1.9,1.8,1.8,1.9,1.9,1.7,1.7,1.7,1.7,1.7,1.7,1.6,1.6,,1.88,-0.5,10.52,8.21,7.91,7.3,7.12,7.08,7.43,7.62,7.93,7.64,8.09,7.84,7.46,7.24,6.85,7.29,7.3,7.15,7.24,7.04,6.98,6.72,7.02,6.73,6.73,,7.33,-1.48,10.72
The Middle,The Middle2016,Renewed,1,2016,ABC,8,23,Tue,8:00 PM,Tue,8:00 PM,Tue 8:00 PM,0,No,10/11/16,5/16/17,53,217,1.5,1.8,1.8,1.2,-0.2156,-0.3,0.1667,6.07,6.78,7.3,5.02,-0.1756,-0.71,0.1047,1.8,1.5,1.5,1.4,1.6,1.6,1.6,1.4,1.6,1.7,1.7,1.7,1.6,1.5,1.5,1.5,1.6,1.4,1.3,1.3,1.2,1.2,1.2,,,1.5,-0.6,16.92,6.78,6.02,5.72,5.43,6.21,6.88,6.62,6.06,6.39,6.62,7.3,6.67,6.42,6.32,6.27,6.12,5.92,5.44,5.29,5.25,5.07,5.02,5.27,,,6.05,-1.51,10.81
The Middle,The Middle2017,Ended,0,2017,ABC,9,23,Tue,8:00 PM/8:30 PM,Tue,8:00 PM,Tue 8:00 PM,1,No,10/3/17,5/22/18,23,231,1.4,1.6,2,1.1,-0.0329,-0.2,0.125,5.79,6.21,8.38,4.8,-0.0061,-0.42,0.0676,1.6,1.4,1.3,1.3,1.2,1.4,1.3,1.3,1.2,1.3,1.5,1.3,1.4,1.2,1.2,1.1,1.4,2,1.5,1.5,1.5,1.7,1.7,,,1.4,0.1,12.23,6.21,5.93,5.53,5.8,5.05,5.63,5.7,6.05,5.78,5.68,6.36,5.42,6.13,5.63,5.23,4.8,5.83,8.38,7.52,6.15,5.88,6.34,7.09,7.09,,6.05,0.88,2.57
The Millers,The Millers2013,Renewed,1,2013,CBS,1,23,Thu,8:30 PM,Thu,8:30 PM,Thu 8:30 PM,0,No,10/3/13,5/15/14,17,224,2.63,3.3,3.3,1.9,0,-0.67,0.203,10.51,13.09,13.39,8.96,0,-2.58,0.1971,3.3,3,3.2,2.7,2.1,2.6,2.6,2.8,2.4,2.6,2.8,3.3,2.6,2.6,2.7,2.9,2.4,2.8,2.5,2.4,2,1.9,2.3,,,2.63,-1,20.29,13.09,11.73,12.27,10.74,9.67,10.38,11.08,11.78,9.23,10.93,11.33,13.39,11.5,10.69,11.1,11.58,10.52,11.35,10.07,9.96,9.43,8.96,9.78,,,10.89,-3.31,16.78
The Millers,The Millers2014,Cancelled,0,2014,CBS,2,11,Mon/Sat,8:30 PM/8:00 PM,Mon,8:30 PM,Mon 8:30 PM,1,No,10/20/14,7/18/15,34,271,0.94,2.1,2.1,0.3,-0.6443,-1.16,0.5524,4.79,8.93,8.93,1.47,-0.6164,-4.14,0.4636,2.1,1.7,1.6,1.5,1.5,0.3,0.3,0.3,0.3,0.3,0.4,,,,,,,,,,,,,,,1.68,-0.6,20,8.93,6.94,6.78,6.48,6.31,1.68,1.47,1.82,1.76,1.87,1.96,,,,,,,,,,,,,,,7.09,-2.62,20.63
The Mindy Project,The Mindy Project2013,Renewed,1,2013,FOX,2,22,Tue,9:30 PM,Tue,9:30 PM,Tue 9:30 PM,0,No,9/17/13,5/6/14,1,231,1.28,1.9,1.9,1,-0.1899,-0.62,0.3263,3.57,3.83,3.83,1.87,-0.1665,-0.26,0.0679,1.9,1.5,1.5,1.4,1.4,1.3,1.5,1.4,1.2,1.4,1.2,1.3,1.1,1.5,1,1,1,1.1,1,1,1.1,1.3,,,,1.28,-0.6,32.78,3.83,2.94,2.86,2.89,2.73,2.69,2.88,2.66,2.04,2.66,2.34,2.62,2.47,3.02,1.88,1.87,2.26,2.33,1.95,2.14,2.2,2.48,,,,2.53,-1.35,33.85
The Mindy Project,The Mindy Project2014,Cancelled,0,2014,FOX,3,21,Tue,9:30 PM,Tue,9:30 PM,Tue 9:30 PM,0,No,9/16/14,3/24/15,0,189,1.06,1.3,1.3,0.9,-0.1702,-0.24,0.1846,2.81,2.68,2.84,1.76,-0.0954,0.13,-0.0485,1.3,1,1.1,1,1.1,1.3,1.1,1.1,1.1,1.1,1.1,1,1.1,1,1,1.1,1.1,1,0.9,0.9,0.9,,,,,1.06,-0.4,18.32,2.68,2.1,2.35,2.19,2.21,2.84,2.47,2.37,2.33,2.45,2.55,2.24,2.42,2.22,2.33,2.47,2.28,2.13,1.76,2,2.05,,,,,2.31,-0.63,13.93
The Muppets,The Muppets2015,Cancelled,0,2015,ABC,1,16,Tue,8:00 PM/8:30 PM,Tue,8:00 PM,Tue 8:00 PM,1,No,9/22/15,3/1/16,1,161,1.28,2.9,2.9,0.8,0,-1.62,0.5586,6.29,9.01,9.01,2.45,0,-2.72,0.3019,2.9,2,1.7,1.3,1.4,1.4,1.2,1.2,1.1,1.1,0.9,0.8,0.8,0.8,0.9,0.9,,,,,,,,,,1.28,-2,56.03,9.01,5.78,4.81,4.34,4.33,4.56,3.94,3.89,3.78,3.81,2.76,2.71,2.45,2.6,2.73,2.73,,,,,,,,,,4.01,-6.28,55.45
The Mysteries of Laura,The Mysteries of Laura2014,Renewed,1,2014,NBC,1,22,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/17/14,5/20/15,1,245,1.22,2,2,0.9,0,-0.78,0.39,8.13,10.19,10.19,5.82,0,-2.06,0.2022,2,1.5,1.5,1.3,1.4,1.3,1.2,1.3,1.4,1.2,1.3,1,1,1,1.1,1.4,1,0.9,1,0.9,1,1.1,,,,1.22,-0.9,39.09,10.19,10.01,8.98,8.77,8.67,8.25,7.49,7.87,8.61,8.09,6.81,6.13,6.37,5.82,5.86,7.63,6.42,6.19,6.41,6.04,6.17,7.05,,,,7.45,-3.14,26.92
The Mysteries of Laura,The Mysteries of Laura2015,Cancelled,0,2015,NBC,2,16,Wed,8:00 PM,Wed,8:00 PM,Wed 8:00 PM,0,No,9/23/15,3/2/16,2,161,1.11,1.2,1.2,1,-0.0866,-0.09,0.075,6.32,7.11,7.53,6.33,-0.064,-0.79,0.1111,1.2,1.2,1.1,1,1.1,1,1.2,1.1,1,1.2,1.2,1.1,1.2,1,1,1.2,,,,,,,,,,1.11,0,7.29,7.11,7.36,7.2,6.92,6.81,6.35,7,7.41,6.84,7.53,7,6.85,6.93,6.33,6.52,7.44,,,,,,,,,,6.98,0.33,1.9
The Neighborhood,The Neighborhood2018,Renewed,1,2018,CBS,1,21,Mon,8:00 PM,Mon,8:00 PM,Mon 8:00 PM,0,No,10/1/18,4/22/19,22,203,1.11,1.3,1.4,1,0,-0.19,0.1462,6.32,8.1,8.1,5.7,0,-1.78,0.2198,1.3,1.1,1.1,1.1,1.1,1,1.1,1.1,1,1.1,1,1.3,1.4,1.3,1.1,1.2,1,1,1,1,1,,,,,1.11,-0.3,14.65,8.1,6.43,6.33,6.37,6.1,5.7,6.14,6.47,6.5,6.07,6.08,6.82,7.57,7.04,6.45,7.06,6.43,6.34,6.14,5.75,6.27,,,,,6.49,-1.83,19.88
